,Unnamed: 0,Unnamed: 0.1,text,ID,Autor,Gattung
657,657,657,o christ   es sein für herz und sinn eine leid   nicht aussagen   wie stöhnend da in sand und blut die menschenknäule liegen   ,autoren_lyrik_lemma_Fontane_Chevy-Chase,Fontane,lyrik
658,658,658,die zeitgeist brennen wie trocknes stroh und singen   in dulci jubilo   die weltgeist brummen dazu in+die bass   o vanitatum vanitas   ,autoren_lyrik_lemma_fontane_Geisterduo,fontane,lyrik
659,659,659,» wann treffen wir drei wieder zusamm   « » um die siebent stund '   an+die brückendamm   « » an+die mittelpfeiler   « » ich löschen die flamm   « » ich mit   « » ich kommen von+die norden her   « » und ich von+die süden   « » und ich von+die meer   « » hei   die geben eine ringelreihn   und die brücke müssen in die grund hinein   « » und die zug   die in die brücke treten um die siebent stund '   « » ei   die müssen mit   « » muss mit   « » tand   tand sein die gebilde von menschenhand   « alle fenster sehen nach süden aus   und die brücknersleut ' ohne rast und ruhen und in bangen sehen nach süden zu   sehen und warten   ob nicht eine licht über+die wasser hin » ich kommen « sprechen   » ich kommen   trotz nacht und sturmesflug   und die brückner jetzt   » ich seh ' eine schein an+die andere ufer   die müssen er sein   nun   mutter   weg mit die bange traum   unser johnie kommen und wollen sein baum   und was noch an+die baum von licht sein   zünd ' alle an wie zu+die heilig christ   und in elf minute sein er herein   « keuchen er vorbei jetzt gegen die sturm   und johnie sprechen   » die brücke noch   aber was tun es   wir zwingen es doch   eine fest kessel   eine doppelt dampf   die bleiben sieger in solche kampf   und wie es auch rasen und ringen und rennen   wir kriegen es unter   die element   und unser stolz sein unser brück '   ich lachen   denken ' ich an früh zurück   an alle die jammer und alle die not mit die elend alt schifferboot   wie manche lieb christfestnacht hab ' ich in+die fährhaus zubringen und sehen unser fenster licht schein und zählen und können nicht drüben sein   « auf die norderseite   die brückenhaus   alle fenster sehen nach süden aus   und die brücknersleut ' ohne rast und ruhen und in bangen sehen nach süden zu   denn wütend werden die wind|winde spiel   und jetzt   als ob feuer von+die himmel fallen '   erglühen es in niederschießender pracht über+die wasser unten     und wieder sein nacht   » wann treffen wir drei wieder zusamm   « » um mitternacht   an+die bergeskamm   « » auf die hoch moor   an+die erlenstamm   « » ich kommen   « » ich mit   « » ich nennen ' ihr die zahl   « » und ich die name   « » und ich die qual   « » hei   wie splitter brechen die gebälk entzwei   « » tand   tand sein die gebilde von menschenhand   « ,autoren_lyrik_lemma_fontane_Die Brück' am Tay,fontane,lyrik
660,660,660,"es haben alle stand so ihr degenwert   und selbst in schneiderhände kommen einst die heldenschwert   drum jede   die da zünftig mit nadel und mit scheren '   die machen jetzt und künftig vor derffling sein honneur   in sein jung tag sein die eine schneiderblut   doch mocht er nicht behagen so zwirn wie fingerhut   und wenn er als geselle so sitzen und fädeln ein   scheinen er die schneiderhölle die hölle selbst zu sein   einst   als die nadelhalten er schier an+die leben gehen   dachen ' er                     ""                   die schädelspalten sein doch eine ander ding                     ""                   fort werfen er maß und elle voll kriegslust an die wand und nehmen an nadels stelle die säbel in die hand   sonst fechten er still und friedlich nach handwerksburschen recht   jetzt sein er unermüdlich bei+die fechten in+die gefecht   es sein die flink schneider zu+die stechen wohl geschickt   oft haben er an die kleid die feind was flicken   er steigen zu hoch ehre|ehren   feldmarschall werd er gar   es mocht ' er wenige kehren   dass einst er schneider sein   nur finden er eine spötter   verstund er keine spaß und brummen                     ""                   für hundsfötter sein hier mein ellenmaß                     ""                   krank liegen in sein schloße die greis feldmarschall   keine sein lieblingsrosse kommen wiehernd aus die stall   er sprechen                     ""                   als alt schneider weiß ich seit lang zeit   man wechseln sein kleid     auch haben ich die nicht leid                     ""                   es fehlen die alt hülle in breite schon und läng '   die geist treten in die fülle   die leib werden er zu eng   gesegnet sein dein wille   herr gott   in letzt not                     ""                   er sprechen es und werden still     die alt held sein tot   ",autoren_lyrik_lemma_fontane_l0090073,fontane,lyrik
661,661,661,könig gorm herrschen über dänemark   er herrschen die dreißig jahr   sein sinn sein fest   sein hand sein stark   weiß werden sein nur sein haar   weiß werden sein nur sein buschig brau'n   die machen manche stumm   in grimm lieben er drein zu schauen     gorm grymme heißen er drum   und die jarls kommen zu+die fest die jul   gorm grymme sitzen in+die saal   und neben er sitzen   auf beinernem stuhl   thyra danebod   sein gemahl   sie reichen einander still die hand und blicken sich an zugleich   eine lächeln in beide auge stehen   gorm grymme   was machen du so weich   die saal hinunter   in offner hall '   da fliegen es wie locke|locken in+die wind   jung harald spielen mit die federball   jung harald   ihr einzig kind   sein wuchs sein schlank   blond sein sein haar   blau golden sein sein kleid   jung harald sein heuen fünfzehn jahr   und sie lieben er allbeid '   sie lieben er beid '   eine ahnung bangen kommen über die königin   gorm grymme aber die saal entlang auf jung harald deuten er hin   und er heben sich zu+die sprechen   sein mantel rot gleiten nieder auf die grund   » wer je ich sprechen ›er sein tot‹   die müssen sterben zu+die stund '   « und mond gehen   es schmelzen die schnee   die sommer kommen zu gast   dreihundert schiff fahren in see   jung harald stehen an+die mast   er stehen an+die mast   er singen eine lied   bis sich es in+die wind|winde brechen   die letzt segel   es schwinden   es scheiden   gorm grymme schauen er nach   und wieder mond   grau herbstestag liegen über sund und meer   drei schiff mit matt ruderschlag ruder|rudern heimwärts drüber her   schwarz hängen die wimpel   auf brömsebro moor jung harald liegen in+die blut   wer bringen die kunde vor könig ohr   thyra danebod schreiten hinab an die strand   sie haben die segel gesehn   sie sprechen   » und bangen sich euer mund   ab legen sie ihr rot korallengeschmeid ' und die gemme von opal   sie kleiden sich in eine schwarz kleid und treten in hall ' und saal   in hall ' und saal   an pfeiler und wand goldteppiche zeihen|ziehen sich hin   schwarze teppich nun mit eigen hand hängen drüber die königin   und sie zünden zwölf kerze   ihr flackernd licht   es geben eine trüb schein   und sie legen eine gewebe   schwarz und dicht   auf die stuhl von elfenbein   eine treten gorm grymme   es zittern sein gang   er schreiten wie in+die traum   er starren die schwarz hall ' entlang   die licht   er sehen sie kaum   er sprechen   » es wehen wie schwüle hier   ich wollen an meer und strand   reich mein rot golden mantel ich und reichen ich dein hand   « sie geben er um eine mantel dicht   die sein nicht golden   nicht rot   gorm grymme sprechen   » was niemand sprechen   er setzen sich nieder   wo er stehen   eine windstoß fahren durch+die haus   die königin halten die könig hand   die licht loschen aus   ,autoren_lyrik_lemma_fontane_Gorm Grymme,fontane,lyrik
662,662,662,ich sein eine deutsch patriot und schwarz weiss roth sein mein vers   denn treu die volk bis in die tod schwören ich auf werther   faust und lerse   manche goldbeschlagnes auerhorn hab ich auf+die deutschthum schon trinken und sein als kerl von schrot und korn noch niemals unter+die tisch sinken   doch trotzdem rufen ich   vive la france   honi soit   qui mal y pense   o   nicht stets für sich selbst schwärmen   aus tausend schrift lassen sich es lesen   die gluth   die ich die herz durchwärmt   sie loht auch jenseits die vogesen   die volk die rousseaus und st   pierre   man mögen es begeifern   mögen es beneiden   ich sein es so lieb   wie die homers   und keine phantast sollen es ich verleiden   drum rufen ich lautauf   vive la france   honi soit   qui mal y pense   o wer   als einst wie nie zuvor die welt eine haupt voll blut und wunde   sang ihr die » lied in+die höhern chor «   daran wir heute noch gesunden   rouget de l'isle sein es   die franzos   die seine rauschen es und die garonne   und aus die knechtschaft dunkel schooss rang sich die freiheit in die sonne   drum jubeln   seele   vive la france   honi soit   qui mal y pense   wohl wissen ich es   krass sein jen zeit und werd von tag zu tag noch krass   doch jede groß wahrheit schreien nach blut und nicht nach zuckerwasser   wer sie ihr herz offenbaren   die schrecken zusammen und bewundern es   o   jen schwur in+die ballhaus werd zu+die erst grossthat die jahrhundert   drum jubeln   seele   vive la france   honi soit   qui mal y pense   wohl stehen noch heuen   gewehr bei fuß   eine cerberus an jede grenze   doch schon umwehen es ich wie eine gruß aus fern zukunft fern lenze   dann schlagen keine tambour mehr allarm   dann stehen die welt voll goldner halm und frankreich ringen dann arm in arm mit deutschland um dieselb palme   drum jubeln   jubeln   vive la france   honi soit   qui mal y pense   doch ihr     verhöhnen ich immer nur   ihr bieder knopflochpatrioten   ich weiß   ihr schwärmen nur für dressur   für kalbsfilet und schweinepoten   sie sammeln lump|lumpen   sammeln geld und träumen von längst verschollnen tag   was kümmern es ihr   wenn durch die welt die zukunft nachtigall schlagen   ich aber rufen   vive la france   honi soit   qui mal y pense   ,autoren_lyrik_lemma_fontane_Den Franzosenfressern,fontane,lyrik
663,663,663,berliner landwehr   gewehr in hand   stehen bei langensalza in+die sonnenbrand   eine staub   eine hitze   es perlen die schweiß   berliner landwehr   werden du es zu heiß   » i nich   « ,autoren_lyrik_lemma_Fontane_Berliner Landwehr bei Langensalza,Fontane,lyrik
664,664,664,und wollen du die zauber sicher sein   so besuchen melros ' bei mondenschein   die goldne sonne   die tag licht   sie passen zu sein trümmer nicht   wenn die bogen und nische in+die schatten stehn   die ecke und pfeiler wie silber sehen   wenn die weiß   kalt   zitternd licht um die mittelturm sein girlande flechten   wenn die strebepfeiler sich wechselnd reihn   halb ebenholz   halb elfenbein   wenn es schneeig auf alle grab liegen und die weiß figur noch weiß umschmiegt   wenn die rauschen die tweed   weitab gehören   wie summe|summen die nächtige stille stören   ,autoren_lyrik_lemma_fontane_Melrose-Abbey,fontane,lyrik
665,665,665,gründunkel wehn die pinie   von fern her blaut die see   schau nicht so ernst in die schön welt   wie die griechin antigone   dein goldhaar flackern wie feuer   micht packen eine wild gelüst   denken lieb   du sein cleopatra   die ihr cäsar küssen   befallen   und die erdball zerblättert   so wahr ich sein herrscher sein   und zitternd vor dein fuß knieen die ewig roma hin   die volk bauen du tempel von susa bis carchedoon   du aber   als aphrodite   setzen du   lächelnd   auf mein thron   ,autoren_lyrik_lemma_fontane_26. [Gründunkel wehn die Pinien],fontane,lyrik
666,666,666,lang   lang sein die schlaflose die nacht und traum umgaukeln nur kind und thoren                                                                                 ,autoren_lyrik_lemma_fontane_Have anima candida!,fontane,lyrik
667,667,667,in trümmer die kirche   in fessel|fesseln die land   die schwert in mörder  und henkershand   und schweigen müssen   was immer geschäh '   könig jakob   dass ich du wiedersäh '   ,autoren_lyrik_lemma_Fontane_10.,Fontane,lyrik
668,668,668,fort setzen die zeiger sein lauf   niemand treten ein   sie atmen auf   sie starren nicht lang auf die tür   herr gott   da sitzen er neben ihr   ,autoren_lyrik_lemma_Fontane_Silvesternacht,Fontane,lyrik
669,669,669,nur als furioso nichts erstreben und fechten   bis die säbel brechen   man haben es oder haben es nicht   die weg zu jede hoch glücke   sein ' die gedräng auch noch so dicht   sein keine beresina brücke   man haben es oder haben es nicht   und woll'n sein hoch kraft und pflicht   man haben es oder haben es nicht   ,autoren_lyrik_lemma_fontane_Man hat es oder hat es nicht,fontane,lyrik
670,670,670,die gräfin und ihr fünfzehnjährig sohn   auch zwei komtessen halb erwachsen schon   sie sollen fort   bis capri   bis sorrent   und wenn zu heiß es dann von+die himmel brennen   dann rasch zurück nach schweiz und interlake|interlaken   denn mit poor alfred haben es eine haken   er husten   und so viel hängen an die junge   und wenn es die herz nicht sein   so sein es die lunge   an fahren die kutsche   vor die erdgeschoss stehn sieben koffer   eine eine koloss   und was von hausgesind ' die schloss umfangen   es haben voll eifer sich herandrängen   eine alt diener   erbstück   in gamasche bringen immer neu plaids und reisetasche   die kammerjungfer schluchzen   die kandidat geben für verona sein reiserat und mahnen eine wenige schelmisch die komtessen   die » grab die julia « ja nicht zu vergessen   ernst aber stehen an+die schlag die alt graf   ob er die abschied allzu schmerzlich treffen   er halten nicht viel von bahn  und gasthofstreiben   ich glauben fast   er passen es   zu haus zu bleiben   daneben aber tun er   was er müssen   er sparen nicht händedruck   nicht abschiedskuss   klappen in die höh die kutsche lederdach   » a rivederci   « rufen er sie nach     er haben sich sprachlustig mitbeschäftigt   als sich die dame für sorrent kräftigen   nun sein sie fort   in+die vorflur sein es warm   die graf ergreifen die kandidat arm und sagen   in heitrem auf  und niederschreiten   » ja   lieb porst   nun kommen schlimm zeit   die doktor haben von ende herbst sprechen   die geben für sie sehr lang ferienwoche   dann sitzen sie hier mutterwindallein   ich wissen nicht   ob stillsitzen sie passen   dreivierteljahr   die länge haben die last   ich für mein teil   ich haben nichts dagegen   wenn sie sich ausruhn woll'n und etwas pflegen   vielleicht zu haus   in vater försterei mit stadt  und kloster lindow dicht dabei   « trotz elternhaus   ich bleiben ' an+die lieb hier   ich haben ' hier mein buch   mein sache   will   wenn es sein können   mein doktor machen   hab ' auch verkehr hier   alt ' und jung leute   die pastor morgen und die lehrer heute   können mit die gärtner pflanzen und begießen   können mit die jäger eine hase schießen   und kommen es zu+die schlimmste   gehen ' ich in die krug   bestellen ' eine seidel ich und reden klug   wie man es so tun   von rübe und von raps     die krüger freilich sein halb tapsen   halb flaps   allein die frau   die gehen   die können ich leiden   sein jedenfalls die klügre von die beide   doch immerhin ' eine nett märk'sche frau   « » nun   lieb porst   ich rechen   und ' s werden schon gehen   nur immer ' n bisschen nach die recht|rechte sehen   und wenn in+die reichstag mal eine ruhtag sein   so kommen ' ich   und wir haben unser whist   man müssen sich schließlich auch einmal was gönnen   und unser dritte   nu   die werden schon können   « und so kommen mai   die fink in+die wald schlagen   porst gehen spazieren oder sitzen in+die krug   meist plaudernd mit die krüger muntrer frau von margarine   butter   mastviehschau   von wollmarkt und wie gut die roggen stehen     die ew'ge klage|klagen sein doch fast ' eine sünde   » die finden ' ich auch und sagen ' es jede morgen   die wirtschaft   ach   ich haben ' ganz andere sorge|sorgen   die junge wachsen ' ran   die richt'gen ringen   mit unser willem is nichts anfangen   die jung ' is faul   für gar nichts haben er sinn   ganz wie sein vater dröhmt er bloß so hin   und ' s rechnen werden er alle tag schwer   ich haben schon denken|gedenken     vielleicht die lehrer   « » wohl möglich   frau   doch wie es damit auch sein   da helfen sich es schon ohn ' groß hexerei   können er denn schon ' nen deutsch aufsatz schreiben   und wenn auch nicht   so viel versprech ' ich sie   er sollen   zu+die mind'sten   nicht drei jahr dienen   « und wie versprechen   gleich an+die andere tag tritt porst in+die zimmer   mit die glockenschlag   und weiter so     nie lassen er lange warten   er kommen mit zumpt   mit lexikon und karte   und was die gut '   in+die busen werden es hellen     die junge kommen auch wirklich von die stelle   lernen » tabakspfeife «   » bürgschaft «   gellerts fabel   unregelmäß'ge verb und vokabel   lernen piper und papaver und auf is was masculini generis   und eine tag   nicht mehr allzu früh   erscheinen bei+die unterricht die krügerin und stellen vor porst ' nen eierbecher hin   ' nen eierbecher   drin eine klein ei   porst lächeln   nehmen es und essen es in gut ruhen   die krüg'rin lächeln auch   und sehen er zu   vergehen sein an zweiundzwanzig jahr   die kandidat konsistorialrat sein   hofprediger   generalsup'rintendent   eine groß stern an+die preuß'schen firmament   und heuen von+die königsschloss her   klar und munter kommen er die breit opernplatz herunter   und an die neue wache   glau und schlau   wer wollen an er vorbei     die krügersfrau   die schritt hemmen er   » ei   frau krüg'rin ei   hübsch stillstehen   nicht so stolz vorbei   was machen die mann   was sein in+die schloss los   die graf   ich wissen   sein letzthin in davos   und willem   wenn nicht avancieren er sein   die sein nun wohl schon lang reservist   « » gott   gott   ich zittern ordentlich die knie   herr kandidat   jetzt erst erkennen ' ich sie   sonst sein ihr rock so weit und so bequem   sie sein nicht mehr so spillrig wie vordem   er sitzen so rum und rauchen und schlafen noch immer   vor+die haus die linde haben er eingeschient   gott   manchmal denken ' ich noch an alle die sache   ' s müssen ' sie doch ' eine recht|rechts freude machen   die gräfin kommen ja neujahr erst zurück   da sein die mit die willem doch eine glück   und geben eine bisschen doch für sie zu tun   statt so die ganz tag sich auszuruhn   und einmal   als die stunde schon vorbei     sie nicken     ach   sie wissen schon     die ei « ,autoren_lyrik_lemma_fontane_Die Geschichte vom kleinen Ei,fontane,lyrik
671,671,671,pst   pst   sonst wackeln die krone   ihr herr professor   sein still   schon lauschen ihr vierzig million   wahrhaftig   ihr schreien zu schrill   so lispeln sie heute von » oben « und drohn auch mitunter   ei   ei   und die fettig spießbürger loben die brav polizei   sie üben sich tapfer in+die beten und bilden die dummheit spalier   nur wir   eine handvoll poet   umjubeln eine ander panier   die wissenschaft sein nicht zünftig   sie sein wie die licht allgemein   dies wörtlein sollen heuen und auch künftig unser ceterum censeo sein   ,autoren_lyrik_lemma_fontane_Lehrfreiheit,fontane,lyrik
672,672,672,die leib zerfallen   die stein zerfallen   aber die sachsenwald   die halten   und kommen nach dreitausend jahr fremde hier die weg fahren und sehen   geborgen vor+die licht die sonne   die waldgrund in efeu tief einspinnen und staunen die schönheit und jauchzen froh   so gebieten eine   » lärmen nicht so     ,autoren_lyrik_lemma_Fontane_Wo Bismarck liegen soll,Fontane,lyrik
673,673,673,"                  ""                   wann treffen wir drei wieder zusamm                     ""                                     ""                   um die siebent stund ' an+die brückendamm                     ""                                     ""                   an+die mittelpfeiler                     ""                                     ""                   ich löschen die flamm                     ""                                     ""                   ich mit                     ""                                     ""                   ich kommen von norden her                     ""                                     ""                   und ich von süden                     ""                                     ""                   und ich von+die meer                     ""                                     ""                   hei   die giebt eine ringelreihn   und die brücke müssen in die grund hinein                     ""                                     ""                   und die zug   die in die brücke treten um die siebent stund '                     ""                                     ""                   muss mit                     ""                                     ""                   ei   die müssen mit                     ""                                     ""                   tand   tand   sein die gebilde von menschenhand                     ""                   * * * auf die norderseite die brückenhaus   alle fenster sehen nach süden aus   und die brücknersleut '   ohne rast und ruhen und in bangen sehen nach süden zu   sehen und warten   ob nicht eine licht über+die wasser hin                     ""                   ich kommen                   ""                   sprechen                     ""                   ich kommen   trotz nacht und sturmesflug   ich   die edinburger zug                     ""                   und die brückner jetzt                     ""                   ich seh ' eine schein an+die andere ufer   die müssen er sein   nun mutter   weg mit die bange traum   unser johnie kommen und wollen sein baum   und was noch an+die baum von licht sein   zünd alle an wie zu+die heilig christ   die wollen heuer zweimal mit wir sein   und in elf minute sein er herein                     ""                   und es sein die zug   an+die süderturm keuchen er vorbei jetzt gegen die sturm   und johnie sprechen                     ""                   die brücke noch   aber was thut es   wir zwingen es doch   eine fest kessel   eine doppelt dampf   die bleiben sieger in solche kampf   und wie es auch rasen und ringen und rennen   wir kriegen es unter   die element   und unser stolz sein unser brück '   ich lachen   denken ' ich an früh zurück   an alle die jammer und alle die not   mit die elend alt schifferbot   wie manche lieb christfestnacht hab ' ich in+die fährhaus zubringen   und sehen unser fenster licht schein und zählen   und können nicht drüben sein                     ""                   auf die norderseite   die brückenhaus   alle fenster sehen nach süden aus   und die brücknersleut ' ohne rast und ruhen und in bangen sehen nach süden zu   denn wütend werden die wind|winde spiel   und jetzt   als ob feuer von+die himmel fallen erglühen es in niederschiessender pracht über+die wasser unten       und wieder sein nacht   * * *                   ""                   wann treffen wir drei wieder zusamm                     ""                                     ""                   um mitternacht   an+die bergeskamm                     ""                                     ""                   auf die hoch moor   an+die erlenstamm                     ""                                     ""                   ich kommen                     ""                                     ""                   ich mit                     ""                                     ""                   ich nennen ' ihr die zahl                     ""                                     ""                   und ich die name                     ""                                     ""                   und ich die qual                     ""                                     ""                   hei   wie splitter brechen die gebälk entzwei                     ""                                     ""                   tand   tand sein die gebilde von menschenhand                     ""                   ",autoren_lyrik_lemma_fontane_l00130014,fontane,lyrik
674,674,674,» nu ritter   eine stücker sieben   ich haben ihr name aufschreiben   bloß   wo sie gestehen|stehen   da sein ja nu loch   @card@ bredow   @card@ ribbeck   @card@ rohr   @card@ kröcher   wo soll'n wir mit hin   wo sollen ich sie stell'n   « ,autoren_lyrik_lemma_Fontane_5. Kirchenumbau,Fontane,lyrik
675,675,675,von marly kommend und die friedenskirche   hin an+die bassin   es plätschern keine springstrahl   steigen ich treppan   die stern blinken   blitzen   und auf die stufenaufbau die terrasse werfen baum und strauchwerk sein dünn schatten   durchsichtige   wie schatten nur von schatten   rings tief stille   selbst die wache schritt bleiben lautlos auf die überreiften boden   und nur von rechts her   von die stadt herüber   erschallen die glockenspiel   nun schweigen auch die   und als mein auge   die auf kurz weile die ohr folgen sein   wieder vorwärts blicken   treten aus die buschwerk   und ich schrecken zusammen   er selbst   in+die frackrock   hinter er die windspiel   biche   wenn nicht alle täuschen     dazu krückstock und hut und stern   bei gott   es sein die könig   was tun   ich dachen ' an umkehr   doch sein auge   so halten ich denn und machen front   » wie heißen er   « ich stottern was hin   » und sein metier   « » schriftsteller   majestät   ich machen vers   « die könig lächeln   » nun hören ' er   herr   ich wollen es er glauben   keine sein die tor   sich dies zeichen ohne not zu rühmen   dergleichen sagen nur   wer es sagen müssen   die spott sein sicher   zweifelhaft die andere   poète allemand   ja   ja   berlin werden weltstadt   nun aber sagen ' er ich   ich lesen ' da täglich   verzeihen ' er   aber federvieh und borste wohnen auf dieselb hof und halten gemeinschaft     ich lesen ' da täglich jetzt in die gazette von menzelfest und siebzigstem geburtstag   ausstellung von tableaux und von peintüren und ähnlich   eine groß lärm   eh bien   herr   was sollen die   kennen er menzel   wer sein menzel   « und dabei fliegen eine zug um sein mund   als wiss ' er selber antwort auf die frage   » zu gnade majestät «   beginnen ich zögernd   » die fragen ' sein schwer   die sein eine doktorthema   mein wissen reichen bis pierer nur und brockhaus   ja   wer sein menzel   menzel sein sehr viele   um nicht zu sagen alle   mind'stens sein er die ganz arche noäh   tier und mensch   putthühner   gans   papagei'n und ente   schwerin und seydlitz   leopold von dessau   die alt zieten   amme   schlosserjungen   kathol'sche kirche   italien'sche platz   schuhschnallen   bronze   walz  und eisenwerk   stadtrat mit und ohne goldne kette   minister   missgestimmt in kaschmirhosen   straußfedern   hofball   hummermayonnaise   die kaiser   moltke   gräfin hacke   bismarck   « » outrier ' er nicht   « » ich sprechen nur die wahrheit   bescheidne wahrheit nur   er durchstudierte die groß ' und klein welt   was kriechen und fleucht   er geben es wir in+die spiegelbilde wieder   am lieb aber   und ich schwellen die kamm   ich sein in+die gang   ›jetzt oder niemals‹ dachen ' ich     in+die rundsaal   von+die plafond her   strahlen die lustre   siebartig golden blinken die stuhl flechtwerk   biche   ›komm   mein bichechen‹   streifen die tischtuchecke   champagner perlen   und auf die meißner schale liegen   schon zerpflücken   die pontac apfelsine     « » nun lassen ' er nur   ich wissen schon   « und er lüpfte die hut und gehen   doch sehen   nur wenige schritt   so halten er wieder   wenden sich und winken ich an die seit ' er   » hören er   herr   eine wort noch   er haben bestehen   so lala   denn wiss ' er   ich kennen menzel wie ich selbst und sein ' er erkenntlich gern   emaille uhr   tabatière   vielleicht eine solitaire   was machen er spaß wohl   « » ach   majestät   was sollen er freude machen   er haben vollauf von gut dies erde   haben ansehn   ehre   titel   ordenskreuze   pour le mérite   natürlich friedensklasse     haben freund   mut und glück   und was die hauptsach '   » und fehlen er nichts   « » rein gar nichts   « » na   die sein brav   comme philosophe   die loben ' ich ich lüd ' er ein   er mögen die zeit bestimmen   eine jahrer zehne wollen ich gern noch warten     ich lüd ' er eine nach sanssouci   sie nennen es dort find't er alt freund   gen'ral stille   graf rotenburg   die ganz tafelrunde   nur herr von voltaire fehlen seit anno @card@   ich sein sein gnäd'ger könig   serviteur   « ,autoren_lyrik_lemma_fontane_Auf der Treppe von Sanssouci,fontane,lyrik
676,676,676,» wenn dichtung wir nicht zu+die himmel tragen|trügen     « » phantasterei   unsinn   lüge   « ,autoren_lyrik_lemma_Fontane_Rückblick,Fontane,lyrik
677,677,677,sonntagsruhe   dorfesstille   kind und knecht und magd sein aus   unter+die herd|herde nur die grille musizieret durch die haus   tür und fenster bleiben offen   denn es schweigen luft und wind   in wir schweigen wunsch und hoffen   weil wir ganz in+die glücke sein   feld rings   eine gottessegen hügel auf  und niederwärts   und auf still gnadenwegen steigen auch wir er in die herz   ,autoren_lyrik_lemma_fontane_Glück,fontane,lyrik
678,678,678,berliner landwehr   gewehr in hand   stehen bei langensalza in+die sonnenbrand   eine staub   eine hitze   es perlen die schweiß   berliner landwehr   werden du es zu heiß   » i nich   « die hannoveraner sprengen heran   zweitausend gegen achthundert mann   zweitausend reiter sprengen her   ergib du   landwehr   strecken die gewehr   » i nich   « zweitausend reiter haben siegen   was helfen es   hannover unterliegen   » trinken mit   kamerad   aus mein glas   « » wir denken   ihr trügen wir eine hass   « » i nich   « ,autoren_lyrik_lemma_fontane_Berliner Landwehr bei Langensalza,fontane,lyrik
679,679,679,alt burschenherrlichkeit   weh   man haben du längst begraben   denn nur noch an soll und haben denken die menschheit dies zeit   ihr rad wühlen schaum   funken sprühen ihr essen   ach   und längst haben sie vergessen ihr jugend goldnen traum   ausbrennen sein jede brust   die altar stehn verlassen   horch   und draußen auf die gasse predigt die entmenscht lust   um die haupt die helicon schwirren tausend irre frage und die zeitgeist hören man klagen an die wasser von babylon   ,autoren_lyrik_lemma_fontane_In memoriam!,fontane,lyrik
