,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg,ID,text
167,Frühling,"Winter, Joseph",4,5,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180171,nun sein die welt in rose erwachen   lösen sein die lieblich fraue   in stück zerbrechen die stirnreif die nacht   und in+die morgen lachen die blühend wald und die aue   an die reise nun gehen die rieselnd quell   es schimmern die nähen ' und die ferne   o tag   sein du mein trautgesell vielhold und hell   du wollen ' ich dienen so gerne   auf lerchenschwingen steigen mein gesang   sich über die wolke zu wiegen   doch was in+die tief herz erklingen   nie laut sich erschwang   die wahr ' ich getreu und verschwiegen   nur eine hören die heimlich wort   die ruf|rufen die lust und die leides   nicht wissen ich die tag und nicht die ort   sie küssen ich fort vergessen und wissen   beide     
168,Schlummerlied,"Winter, Joseph",2,8,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180172,langsam   ihr funkelnd stern die nacht   schreiten dahin in+die reigen   rauschend wind   nun wehen sacht   wiege du sanft in die zweig   denn die liebste haben kosensmüd schlummernde lid schließen   rosenfarbe   heimlich erglühen   sein auf ihr antlitz gießen   ihr zu fuß mein leben ruhen   wonnig lauschen und sinn|sinnen   ferne hören ' ich die heilig fluth dies dasein verrinnen   wunderseligen wiederhall wecken ich die ewig   werden   und ich segnen mein heim die all   und die staub dies erde     
169,Abschied,"Winter, Joseph",2,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180173,und als die schwül nacht die schleier heben   da lassen von ich die tödtliche maenade   sie sehen ich an   eine graunbild ohne gnade   mein blut werd eis   die rausch die lust zerstieben   und in die brust   d'ran ihr lippe liegen   eingrub die schmerz die grimm pantherzähne   dumpf sinken ich hin   die auge ohne thräne   in die leben aber rufen die grau tag     
170,Hätt ich wollen sein ein Weiser,"Winter, Joseph",7,10,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180174,flammend stehen die mene tekel lang an mein wand schreiben   grimm scham und tief ekel sein ich leicht ersparen bleiben   hätt ich wollen sein eine weise   aber ich gebieten als kaiser in die traumlands reich flur   nah sein ich die ewge ferne   und es folgen mond und stern mein spur|spuren   bei ich sitzen die kaiserin wunderbild aus gold und stein   zärtlich halten ich ihr hand und versprechen ihr alle mein land   wenn sie einmal wollen weinen   denn ob sie nur stein und gold   lache|lachen konnt sie wunderhold   also künstlich sein die bild   nur die thränen tiefe sehne|sehnen müssen bleiben ungestillt   mein wahnsinn zu bestärken   sprechen ich oft von ihr seele   heißen sie englein ohne fehl   freilich hätt ich können merken   was die rabe krächzen heiser   hätt ich wollen sein eine weise   und dann sein die tag kommen   da die traum ich werd nehmen   mond und stern sein dahin   seit ich nun eine bettler sein   lächelnd lassen ich mein thron   lächelnd tragen ich acht und hohn   aber eins sein nicht zu tragen   eh ich gehen aus mein reich|reiche   hab ich erst mit wild streich die geliebt bild zerschlagen   die ich oft mit thränen tränken   drein ich mein seele senken   und es sein wirklich stein   spitze   stumpf   groß   klein   in die kopf zwei demanten   rund schleifen   ohne kante   statt die lippe zwei rubin   welche noch zu lächeln scheinen   und eine blutstein in die brust   dass ich endlich merken müssen '   wie eine solche bild von stein nicht können weinen   also wirklich   können es sein   kuss|küssen können eine bild von stein   lachen   wie an+die maientag rose lachen in die hag   lauschen   wie da stern lauschen   wenn in+die mond die wasser rauschen   lieblich kosen   schmälen   greinen   und nicht weinen   wenn ich oben sein bleiben   statt die traum die nacht zu lieben   all die ekel   alle die wissen hätt ich leichtlich mögen missen   und nun können ich mit die andere   statt in+die dumpf haus zu stocken   auf die hell straße wandern   trügen ' eine kränzlein in die locke|locken statt die spitz dornenreiser   hätt ich wollen sein eine weise     
171,Flucht,"Winter, Joseph",5,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180175,lieb wollen ich ohne zagen schreiten durch die hölle thor   als wie dein nähe tragen   nun ich ewig du verlieren   dein sanft auge rufen in die sonnenbahn mein herz   und ich müssen die schwarz stufe schauernd schreiten niederwärts   leise liebesworte werben jede tropfen blut du   lassen ich ringen   laß ich sterben   aber schauen nicht nach ich   ob dein herz an mein zittern   ach   schon sein du ich entrücken   und vergiften und verbittert sein die trank   die wir entzücken   ewig scheiden eine wort wir beide   nur die fluch getreu ich bleiben   und er schärfen die schwertesschneide dein schönheit   bleich lieb     
172,Kein Ende,"Winter, Joseph",1,16,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180176,jen hand   die in+die verworrnen traum dunkel schmerzensnächte ich die kranz reichen von dorn   halten eine blühend geflecht junge rose   und die zart lippe   welche einst drohen als todeskelche   lächeln   kosen   was ich ringend nie erstreiten   schweben nun sanft flug herbei   und die liebste auge bitten   ach   verzeihen   also laß ich steuerlos traumwärts treiben mein nachen   denn die tag sein nackt und bloß   und ich wollen nicht wachen     
173,Das All,"Jahn, Hermann Eduard",2,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180177,in+die ewgen all sein harmonie   die morgenroth   die abendroth   da einen   als herrlich accord   die leben sich die schrill tod   nur in die flücht'gen menschenbrust trennen sich die wonne von die pein   und alle sein zuckend fühlen denken er in die todte all hinein   
174,Märchenglaube,"Jahn, Hermann Eduard",2,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180178,lachen ' nicht die kind märchenglauben   was sein es denn   was dein geist erfinden   was sein die bibel   die system denn andere als märchentand   eine jede dichten sein himmel wie es er behagen in die blau hinein   und über eine märchen brütend schlafen endlich er ermüden ein   
175,An meine Mutter,"Jahn, Hermann Eduard",5,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180179,die rein demant dies erde   die köstlich   die reich erz   die schön sonne alle sonne   es sein die treu mutterherz   o herz so tief   so unergründlich   o herz so wahr   so gut   so rein   o ewig wie die weltenlenker können nur die mutterliebe sein   selbstsüchtig sein sonst jede liebe   in ihr qual   in ihr glück   sie giebt ihr herz du hin   doch fordern sie auch dein herz dafür zurück   nur eine mutter groß liebe|lieben giebt sich die kind ganz dahin und fordern nicht   o   schon die geben sein überreichlich ihr gewinn   o mutterherz   o mutterliebe   wer können du hier ermessen doch   du herz   ob auch von+die kind brechen   in+die sterben segnest du es noch   
176,Der Arme,"Jahn, Hermann Eduard",1,20,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180180,die armuth geben er dies leben zu+die armuth und zu+die blass pein   in+die kothe sein einst sein wiege   und werden sein sterbebett auch sein   von+die erst schrei verdammen zu+die dummheit und ausgeschlossen von die licht   für er erscheinen ja die erlöser   die mild gott die kunst   nicht   mit stumpfheit durft ' er nur verkehren   an rohheit sein er festgebannt   er stinken nach schnaps und kauen tabak   roh wie sein kittel die verstand   und sein lippe lernen fluchen   stets bleiben er stumpf   stets bleiben er dumm   die lang jahr hast'ger arbeit   die drücken sein rücken krumm   und kraftlos werden sein hand und betteln müssen ' die arm mann     dass selbst eine ganz ems'ges leben keine ruhig sterben geben können   
177,Die welke Rose,"Jahn, Hermann Eduard",3,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180181,gewiss   du werden auch sie vergessen   wie er   die du die rose geben   die arm klein leiche ruhen dann still in dies buch grab   doch locken es du durch dies blatt   durch dein friedhof hinzugehn   gewiss   dann werden die blumenleiche in duft und jugend auferstehn   dann werden du weinend er erblicken die sie du einst bei+die scheide|scheiden geben   und leise   leise werden du beten als knietest du an sein grab   
178,Sphinx,"Jahn, Hermann Eduard",9,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180182,"du schön kind schauen ' ich in die angesicht und sprechen von liebe ich eine klein wort                     ""                   ich lieben du     ich hassen du ja nicht   die narr   gehen er denn immer noch nicht fort                         ""                   kommen   küssen ich   o bleich lilie du   ich küssen ' dafür du wie die rose roth                     ""                   ich sein recht müd '   ich fallen|fällen die wimper zu bei die geschwätz langweil ' ich ich zu tod                     ""                   kommen '   plaudre ich geheimnißvoll und sacht   so wie die quelle unter die mondenstrahl                     ""                   ich sein gewiss recht hässlich überwachen   die haar wie wirr   die wange wie so fahl                     ""                                     ""                   ich müssen jetzt fort   nein   bleiben noch bei ich     gott lob   er gehen   wie sein zerdrücken mein kleid                     ""                   doch morgen   morgen fliegen ich zu du                     ""                     schon morgen     läg ' die morgen doch recht weit                       ""                   gieb eine kuss                     ""                     er gehen noch immer nicht                       ""                   noch eine blick                     ""                     noch immer folgen eine dann                       ""                   sagen ' ich   warum so schön dein angesicht                       ""                   damit ich dumm gimpel leimen können                       ""                   jetzt leben wohl                     ""                   wollen du denn wirklich gehen   so schlafen süß und träumen hell und sacht   und gut nacht   auf wieder    wiedersehn                     ""                     auf wiedersehn   mein kind   und gut nacht                     ""                     er gehen   es sein recht hässlich mein gesicht   er finden es schön     er schmeicheln vielleicht   wie leicht man doch die wörtchen liebe sprechen und wiederum wie glauben man es wir leicht   die armband haben er endlich ich bringen   ob echt die stein   morgen legen ich es an     doch jetzt zu bett   es fliehen so schnell die nacht   eine seidenkleid wünschen ich ich   nun und dann                         ""                   sie schlummern schon   er aber wachen in qual   und lauschen wie träge jede stunde rinnen   und als die morgen nahen so blass   so fahl   da beten heiß er für sein bleich kind     "
179,Sie,"Jahn, Hermann Eduard",2,16,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180183,"eine thé dansant   langweilig gesicht   langweilig plump sein auch eine jede fuß   schon brennen an+die klavier die schreckenslichter   man ahnen gequält die kommend genuss   da sehen ich sie   die fee die mondenstrahlen   die rosig unter alle base|basis stehen   ich wett '   die stiefelch sein wallnußschalen   und spinnweb sein die duftig gewand   hin huschen sie   da scheinen es ich   es biegen die stuhl sich die zauberkönigin       die beide füßchen   sehen zwei los fliege|fliegen die huschen neckisch über die teppich hin   zwei wild fliege|fliegen hasten sie vorüber   purr   surr   so tönen es die bleich träumer zu   da seufzen er auf   sein blau aug ' werden trüb   sie fangen sein herz in ihr klein schuh   und hochzeit werd es   o süßen   flücht'ge stunde   da endlich man zu+die erst mal allein   die alt wanduhr schnarrt ' mit rauh mund mißmuthig just eine laut                   ""                   ein                     ""                     da klopfen er an sein himmel pforte   eine leise husten schallen zu er heraus     o schön wohl als alle leer wort sagen dies klang                     ""                   treten ein   du sein zu haus                   ""                     schnell treten er ein   von+die kissen fast bedecket so liegen sie da   eine wild vögelein   eine mäuschen   die sich zitternd haben verstecket   da just die grau kater treten herein   da werfen er sich   sie stürmisch küssend   nieder   sie küssen wieder   doch so bangen   so scheu     kehren auch die schön stunde nimmer wieder   sie schaffen schön stunde|stunden immer neu   "
180,Allvaters Anrufung,"Wildenbruch, Ernst von",1,40,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180184,die du einst in+die waldesrauschen dein volk du genaht   dass sein herz in brünst'gem lauschen sich entzünden zu+die that   die du standst an deutschland seite immerdar und allerorts   kraft verleiher sein in+die streit   spender tief weisheits worts   wir   von dein blut gebären   gott die deutsche   nahen du   wir in fremd volk verlieren   du allvater   rufen wir   hast es manchesmal sehen jen schauspiel voll gram   sehen aus deutschland deutsche gehen   die keine wiederkommen   die in angst vor fremd spötter sich die vaterland schämen   opfer bringen fremd gott   sich mit fremd kleid verbrämen   hören ' wir rufen   hören ' wir schwören   wir sein treu und wir sein dein   unser land sollen wir gehören   unser land woll'n wir sein   sehen   die fremdling wollen es verhindern   alt recht er schreiben es neu   vater bleiben dein kind   gott die deutsch   bleiben ' wir treu   schütteln dein heil'gen locke|locken   wecken die allmächt'ge hand   dass die eindringling erschrecken weichen aus die deutsch land   dass er zagen lernen   zittern vor urew'ger majestät   wenn in heil'gen ungewittern deutsch gottheit auferstehen   dass die herz wir muthig werden   stark in neu zuversicht   vater gott und vater erde rauben wir macht die mensch nicht   
181,Daniel in der Löwengrube,"Wildenbruch, Ernst von",4,1,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180185,wende dein antlitz ich zu   o herr   denn ich dürsten nach sein licht   ich umnachtet entsetzen und grau'n   schick ' dein odem ich zu   o herr   denn ich verlangen nach sein wehe|wehen   in ich ringet leben und tod   du hören mein ruf|rufen   ich wissen es   ob ich stehen in wolke die himmel weit entrücken die gefilde die flur   auf die gebirge zackig haupt   oder liegen   umgähnt von schlund   in die erde grässlich bauch   du vernimmst mein stimme   o herr   dein blick sein auf ich   ich wissen es   ob dein sonne die himmel durchwandelt   tränkend die welt mit licht   oder orion die nacht durchflammet und die wagen siebenstirnige pracht     du sehen mein nöthe   o herr     schrecken waffnen sich wider ich   brüllend lechzet nach ich die tod   schaudernd angst   eine eisig strom   wälzen sich über die sterblich leib   reck|recke die hand   o herr und rühren an mein seele   dass sie auf himmlisch schwinge|schwingen sich heben aus die entsetzen erstarrender fluth   hass und verhöhnung umtoben mein ohr   zagend verstummet die stimme die hoffnung   öffnen die mund   o herr und reden zu mein seele   dass sie erwachen aus todtem verstummen   gedenken ' o mein seele dass du entstammst von gott   sein muthig drum in+die unheil und tragen stolz die spott   streben ' auf   o mein seele   sein würdig dein herr   er harren   dass du kommest und er empfangen du gern   sollen er herab sich neigen so ringen du empor   dann kommen er du entgegen und neiget du sein ohr   dann sein bereit   o seele   dein gott zeihen|ziehen in du ein   groß werden und schwer dein leiden doch du werden groß sein   ich halt ' es in hand und lassen es nicht die band   die   o herr   mit du ich verbinden   glauben und brünstig vertrau'n   ich wandeln in nacht   doch an+die ziel sein licht   da lodern die leuchte   die du ich entzünden   dahin denn   zu+die ziel wollen ich schau'n   nicht gehören mein seele die erde keine erdengewalt zerreißen dies band   du   o herr   gehören mein seele   nichts entreißen sie aus dein schooß   ihr wüstenlöwen mit rollend schweif   die die flanke ihr peitschen   die tatze spannen   sein es sein kraft nicht   die in ihr tosen   sie   die rachen wider ich schäumen   die auge ich glühen   die stimme ich schallen   sein es nicht sein donner   die aus ihr grollen   sein ihr nicht kraft sein kraft   zorn sein zorn   beugen ihr vor ich   die ich geist sein geist     die löwengebrüll verstummen     und sehen   die gewaltige beugen die haupt   es schleifet in+die sand die lockig mähne   sie wälzen die trotzig leib in+die staub   ihr gebrüll verstummen und horchen   es werden still   ich fühlen du odem die herr   du umfließ't ich   erfüllst dies schlund   ich spüren dein weh'n   gnädig vater   o du mein gott   die du hören die schrei die kind   ich befreitest von tod und verderben dank möcht ' ich   wie dank ' ich du   ach   wie fassen ' ich in dürftig wort mein herz brünstig fülle   stumm zeuge die menschen innern   fließet thränen   reden für ich   gott gespendeter   friedlich schlaf   schlagen du die flügel um mein schläfe   gerne sinken ' ich in dein arm|arme   unheil entschlafen   so ruhen auch du     er entschlummern     
182,Homer,"Wildenbruch, Ernst von",1,72,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180186,"auf olympos ' hoch haupt sitzen die gott seel'ge schaar   dunkel wein in licht gold bringen hebe sie dar   schweigen herrschen in die runde und keine lächeln sein erlauben   denn kronion beugen trauernd die umlockte heil'ge haupt   heiß und roth in sein becher schwimmen die wein dunkel fluth   flammenschein von troja brand   widerschein von priams blut   und er heben empor die becher                     ""                   nimmer   sprechen er   nimmerdar zeihen|ziehen fürder opfer spendend troja knabe zu+die altar   nimmer bringen troja mädchen wein süß labe ich   dies becher   dies letzt ilion   du geliebt   du                     ""                     in die göttervaters auge flammend eine thräne hängen   tief schauer   heil'ges beben durch die schaar die gott gehen   tiefe schauer   heil'ges beben durch die land weit und breit   schweigend neigen sich die erde vor die groß götterleid     und es fließen die heil'ge thräne langsam rollend erdenwärts   unaufhaltsam   bis sie ruhen zitternd in homeros ' herz     tief in+die schlummer liegen homeros   da ergreifen es er bangen und schwer   und er träumen ' er trügen ' in+die busen die allmächt'ge welten meer   und er träumen '   in sein busen küssen sonne sich und mond   stürmend treiben es er von+die lager und von+die haus   da er wohnen   wahnsinn fliegen um sein schläfe   auf sein auge sinken die nacht   doch in+die herz glühen ' und sprühen ' er unermeß'ne weltenpracht   da entströmen sein lippe tief   wonnevoller klang   und es sein die lied von ilion   die homer die volk singen   über land   über meer ziehen die feierlich ton   lauschend neigen sich die erde vor die groß erden sohn   um die sitz die seel'gen gott schwingen die lied die flügel her   von die priamiden sterben lauschen sie die groß mähr   von die sessel springen kronion                     ""                   füllen ' die becher   hebe   ich   dies becher   dies spende bringen ich   homeros   du   die du mehr vermagst als gott   todte rufen aus grab nacht   die du ilion   die geliebt   wieder ich zurück bringen                     ""                   und es schwingen sich die becher klirrend in die gott hand   rollend ziehen die heil'ge donner über die hellenen land   bebend neigen sich die land und die volk weit und breit   und sie ahnen   heilig schauernd   eigen unsterblichkeit   "
